point_id,point_type,lot,lan,night,tw_start,tw_end
KYIV_D16_0001,TC,30.534435,50.409101,ні,,
KYIV_D16_0002,TT,30.4342,50.60839,ні,10:00:00,14:00:00
KYIV_D16_0003,TOBO,30.200776,50.406454,так,18:00:00,23:59:59
KYIV_D16_0004,TT,30.633014,50.401902,ні,,
KYIV_D16_0005,TT,30.523357,50.462184,ні,,
KYIV_D16_0006,TT,30.204903,50.416031,ні,08:30:00,14:30:00
KYIV_D16_0007,TT,30.440696,50.290192,ні,,
KYIV_D16_0008,TOBO,30.522028,50.470629,ні,,
KYIV_D16_0009,TC,30.562889,50.435471,так,18:00:00,23:59:59
KYIV_D16_0010,TT,30.591103,50.462227,ні,,
KYIV_D16_0011,ATM,30.401583,50.488442,ні,,
KYIV_D16_0012,TT,30.588714,50.376182,ні,11:30:00,14:30:00
KYIV_D16_0013,ATM,30.563086,50.436036,ні,,
KYIV_D16_0014,TOBO,30.508038,50.41315,ні,,
KYIV_D16_0015,TT,30.484108,50.526894,ні,,
KYIV_D16_0016,TT,30.552119,50.41536,ні,,
KYIV_D16_0017,TT,30.633906,50.549927,ні,,
KYIV_D16_0018,TC,30.59066,50.462789,ні,,
KYIV_D16_0019,TT,30.231719,50.542472,ні,,
KYIV_D16_0020,TC,30.50715,50.489337,ні,,
KYIV_D16_0021,TOBO,30.317976,50.309984,ні,,
KYIV_D16_0022,ATM,30.245062,50.549719,ні,,
KYIV_D16_0023,TC,30.930008,50.350054,так,18:00:00,23:59:59
KYIV_D16_0024,TT,30.551441,50.410991,ні,,
KYIV_D16_0025,ATM,30.599196,50.44973,ні,,
KYIV_D16_0026,ATM,30.505357,50.473129,ні,,
KYIV_D16_0027,TT,30.577473,50.517916,ні,14:00:00,20:00:00
KYIV_D16_0028,TT,30.497775,50.502137,ні,,
KYIV_D16_0029,TOBO,30.089164,50.580437,так,18:00:00,23:59:59
KYIV_D16_0030,TC,30.192136,50.356972,ні,,
