point_id,point_type,lot,lan,night,tw_start,tw_end
KYIV_D18_0001,ATM,30.859362,50.394942,так,18:00:00,23:59:59
KYIV_D18_0002,TC,30.201222,50.362953,ні,,
KYIV_D18_0003,TT,30.556802,50.408737,ні,17:00:00,20:50:00
KYIV_D18_0004,TT,30.609802,50.456882,ні,,
KYIV_D18_0005,TC,30.54206,50.429903,ні,,
KYIV_D18_0006,TOBO,30.527917,50.452918,ні,,
KYIV_D18_0007,TOBO,30.646085,50.435409,ні,,
KYIV_D18_0008,TT,30.523877,50.404335,ні,,
KYIV_D18_0009,ATM,30.514247,50.465482,так,18:00:00,23:59:59
KYIV_D18_0010,TOBO,30.491271,50.41153,ні,,
KYIV_D18_0011,TT,30.644103,50.316207,ні,,
KYIV_D18_0012,TT,30.651728,50.430604,ні,,
KYIV_D18_0013,TOBO,30.623313,50.431004,ні,,
KYIV_D18_0014,TC,30.650459,50.426624,так,18:00:00,23:59:59
KYIV_D18_0015,ATM,30.843478,50.368357,ні,,
KYIV_D18_0016,ATM,30.475853,50.448099,ні,,
KYIV_D18_0017,TT,30.614975,50.389393,ні,,
KYIV_D18_0018,TT,30.294147,50.353291,ні,09:00:00,13:00:00
KYIV_D18_0019,TT,30.573815,50.470755,ні,,
KYIV_D18_0020,TT,30.767746,50.516778,ні,,
KYIV_D18_0021,TT,30.613671,50.360774,ні,,
KYIV_D18_0022,ATM,30.373045,50.50165,ні,,
KYIV_D18_0023,TT,30.465325,50.365409,ні,,
KYIV_D18_0024,TC,30.600526,50.370353,ні,,
KYIV_D18_0025,TT,30.39998,50.484266,ні,11:00:00,15:00:00
KYIV_D18_0026,TC,30.558783,50.39713,так,18:00:00,23:59:59
KYIV_D18_0027,TT,30.470374,50.451965,ні,09:00:00,18:00:00
KYIV_D18_0028,TT,30.620441,50.357393,ні,,
KYIV_D18_0029,ATM,30.3981,50.465085,ні,,
KYIV_D18_0030,ATM,30.483144,50.50623,ні,,
KYIV_D18_0031,TC,30.533409,50.413035,ні,,
KYIV_D18_0032,TT,30.497627,50.485578,ні,,
KYIV_D18_0033,ATM,30.884334,50.593146,ні,,
KYIV_D18_0034,TT,30.930322,50.344189,ні,09:30:00,16:00:00
KYIV_D18_0035,TC,30.480999,50.400281,ні,,
KYIV_D18_0036,TOBO,30.430412,50.51758,так,18:00:00,23:59:59
KYIV_D18_0037,ATM,30.746303,50.495312,ні,,
KYIV_D18_0038,ATM,30.497227,50.544618,ні,,
KYIV_D18_0039,TOBO,30.927875,50.363421,ні,,
KYIV_D18_0040,ATM,30.79359,50.494137,так,18:00:00,23:59:59
KYIV_D18_0041,ATM,30.613955,50.348526,ні,,
KYIV_D18_0042,TOBO,30.587381,50.525469,ні,,
KYIV_D18_0043,TOBO,30.543303,50.40859,так,18:00:00,23:59:59
KYIV_D18_0044,ATM,30.561105,50.478482,ні,,
KYIV_D18_0045,ATM,30.94364,50.366492,ні,,
KYIV_D18_0046,ATM,30.505251,50.415062,ні,,
KYIV_D18_0047,TC,30.796258,50.493882,ні,,
KYIV_D18_0048,TT,30.407592,50.456407,ні,11:30:00,17:30:00
KYIV_D18_0049,TT,30.579347,50.488029,ні,,
KYIV_D18_0050,ATM,30.62418,50.364197,так,18:00:00,23:59:59
KYIV_D18_0051,TT,30.476768,50.473399,ні,,
KYIV_D18_0052,TC,30.247868,50.516858,так,18:00:00,23:59:59
KYIV_D18_0053,TC,30.519853,50.440823,ні,,
KYIV_D18_0054,TC,30.427723,50.460186,ні,,
KYIV_D18_0055,ATM,30.600072,50.472109,так,18:00:00,23:59:59
KYIV_D18_0056,TT,30.591075,50.49049,ні,12:00:00,16:00:00
KYIV_D18_0057,TT,30.512912,50.404222,ні,,
KYIV_D18_0058,TOBO,30.502346,50.434547,ні,,
KYIV_D18_0059,TT,30.837032,50.329002,ні,,
KYIV_D18_0060,TC,30.57759,50.476137,ні,,
KYIV_D18_0061,TT,30.531255,50.401442,ні,,
KYIV_D18_0062,TT,30.636857,50.433096,ні,,
KYIV_D18_0063,TT,30.565214,50.479264,ні,,
KYIV_D18_0064,TT,30.636308,50.438534,ні,,
KYIV_D18_0065,TOBO,30.435209,50.493891,так,18:00:00,23:59:59
KYIV_D18_0066,TOBO,30.490711,50.588474,ні,,
KYIV_D18_0067,TC,30.549892,50.442871,ні,,
KYIV_D18_0068,ATM,30.678431,50.454153,ні,,
KYIV_D18_0069,TC,30.421069,50.500877,ні,,
KYIV_D18_0070,ATM,30.935333,50.343277,ні,,
KYIV_D18_0071,TOBO,30.5172,50.463128,ні,,
KYIV_D18_0072,TT,30.455948,50.6019,ні,13:30:00,16:00:00
KYIV_D18_0073,TC,30.386194,50.457404,ні,,
KYIV_D18_0074,TT,30.201281,50.567141,ні,,
