point_id,point_type,lot,lan,night,tw_start,tw_end
KYIV_D13_0001,TT,30.382068,50.49215,ні,,
KYIV_D13_0002,TT,30.597873,50.504165,ні,,
KYIV_D13_0003,TT,30.492734,50.549986,ні,,
KYIV_D13_0004,ATM,30.943944,50.369858,ні,,
KYIV_D13_0005,TT,30.513795,50.43995,ні,,
KYIV_D13_0006,TT,30.598622,50.385024,ні,09:00:00,13:00:00
KYIV_D13_0007,TT,30.477169,50.246887,ні,,
KYIV_D13_0008,TT,30.593911,50.53122,ні,,
KYIV_D13_0009,TT,30.551586,50.401164,ні,,
KYIV_D13_0010,ATM,30.489576,50.556551,ні,,
KYIV_D13_0011,TOBO,30.493088,50.554988,ні,,
KYIV_D13_0012,TT,30.584948,50.518249,ні,,
KYIV_D13_0013,TT,30.480802,50.488236,ні,,
KYIV_D13_0014,TT,30.829689,50.323745,ні,14:30:00,17:30:00
KYIV_D13_0015,TOBO,30.565855,50.431899,ні,,
KYIV_D13_0016,ATM,30.371439,50.487972,ні,,
KYIV_D13_0017,ATM,30.603477,50.402631,ні,,
KYIV_D13_0018,TT,30.195106,50.361364,ні,,
KYIV_D13_0019,TT,30.49194,50.546129,так,18:00:00,23:59:59
KYIV_D13_0020,TT,30.873615,50.369112,ні,,
KYIV_D13_0021,TC,30.208811,50.398066,ні,,
KYIV_D13_0022,TC,30.783333,50.505951,так,18:00:00,23:59:59
KYIV_D13_0023,ATM,30.553456,50.406026,так,18:00:00,23:59:59
KYIV_D13_0024,TOBO,30.218957,50.552912,так,18:00:00,23:59:59
KYIV_D13_0025,TC,30.370219,50.496743,так,18:00:00,23:59:59
KYIV_D13_0026,TT,30.473294,50.455611,ні,,
KYIV_D13_0027,TOBO,30.505243,50.457681,ні,,
KYIV_D13_0028,TOBO,30.215435,50.543641,ні,,
KYIV_D13_0029,TOBO,30.856002,50.317309,ні,,
KYIV_D13_0030,TT,30.445634,50.453809,ні,,
KYIV_D13_0031,TT,30.666839,50.44367,ні,,
KYIV_D13_0032,TT,30.60399,50.421886,так,18:00:00,23:59:59
KYIV_D13_0033,ATM,30.624387,50.405358,ні,,
KYIV_D13_0034,TC,30.755559,50.47057,так,18:00:00,23:59:59
KYIV_D13_0035,TOBO,30.489151,50.517279,ні,,
KYIV_D13_0036,TC,30.233578,50.520657,ні,,
KYIV_D13_0037,ATM,30.507882,50.432614,ні,,
KYIV_D13_0038,TT,30.593632,50.376567,ні,,
KYIV_D13_0039,ATM,30.513435,50.449127,так,18:00:00,23:59:59
KYIV_D13_0040,TT,30.643114,50.225314,ні,13:30:00,16:00:00
KYIV_D13_0041,ATM,30.76083,50.51464,ні,,
KYIV_D13_0042,TOBO,30.497711,50.513767,ні,,
KYIV_D13_0043,TOBO,30.388966,50.319552,ні,,
KYIV_D13_0044,TT,30.544139,50.555551,ні,,
KYIV_D13_0045,TT,30.536966,50.396973,так,18:00:00,23:59:59
KYIV_D13_0046,ATM,30.635412,50.39388,ні,,
KYIV_D13_0047,TT,30.252673,50.294699,ні,,
KYIV_D13_0048,TT,30.842553,50.374519,ні,12:00:00,19:00:00
KYIV_D13_0049,ATM,30.180733,50.460501,ні,,
KYIV_D13_0050,TT,30.553663,50.406829,ні,,
KYIV_D13_0051,TT,30.609066,50.363016,так,18:00:00,23:59:59
KYIV_D13_0052,TC,30.193302,50.413229,ні,,
KYIV_D13_0053,ATM,30.55112,50.440538,ні,,
KYIV_D13_0054,TT,30.467906,50.441901,ні,,
KYIV_D13_0055,ATM,30.744688,50.517259,так,18:00:00,23:59:59
KYIV_D13_0056,ATM,30.637853,50.50971,так,18:00:00,23:59:59
KYIV_D13_0057,TT,30.601146,50.411681,ні,,
KYIV_D13_0058,ATM,30.493443,50.580751,ні,,
KYIV_D13_0059,TT,30.652347,50.400363,так,18:00:00,23:59:59
KYIV_D13_0060,TT,30.845228,50.378836,ні,13:30:00,16:30:00
KYIV_D13_0061,ATM,30.478129,50.439395,ні,,
KYIV_D13_0062,TC,30.629707,50.462363,так,18:00:00,23:59:59
KYIV_D13_0063,TT,30.575225,50.490258,ні,,
KYIV_D13_0064,TC,30.482876,50.529207,так,18:00:00,23:59:59
KYIV_D13_0065,TT,30.618778,50.392768,ні,10:00:00,12:00:00
KYIV_D13_0066,TT,30.072565,50.375979,ні,,
KYIV_D13_0067,TOBO,30.527593,50.39055,ні,,
KYIV_D13_0068,ATM,30.448877,50.447584,ні,,
KYIV_D13_0069,ATM,30.490249,50.413865,ні,,
KYIV_D13_0070,TOBO,30.79549,50.482143,ні,,
KYIV_D13_0071,TT,30.587877,50.512324,ні,,
KYIV_D13_0072,TT,30.633256,50.455693,ні,,
KYIV_D13_0073,TC,30.640072,50.435429,ні,,
KYIV_D13_0074,ATM,30.497536,50.477438,ні,,
KYIV_D13_0075,TC,30.506526,50.412753,ні,,
KYIV_D13_0076,TT,30.613864,50.387985,ні,19:00:00,21:00:00
KYIV_D13_0077,ATM,30.264519,50.573322,ні,,
KYIV_D13_0078,TC,30.554333,50.412289,ні,,
KYIV_D13_0079,TT,30.648463,50.235755,ні,13:00:00,20:00:00
KYIV_D13_0080,TC,30.560881,50.401505,так,18:00:00,23:59:59
