point_id,point_type,lot,lan,night,tw_start,tw_end
VARASH_D09_0001,TC,25.791813,51.495835,ні,,
VARASH_D09_0002,TC,25.856607,51.126522,ні,,
VARASH_D09_0003,TT,25.928904,51.285353,ні,,
VARASH_D09_0004,TC,26.11812,51.292789,ні,,
VARASH_D09_0005,TC,26.118782,51.421717,ні,,
VARASH_D09_0006,TC,25.854712,51.340945,ні,,
VARASH_D09_0007,ATM,25.76034,51.494305,ні,,
VARASH_D09_0008,ATM,26.127369,51.428894,ні,,
VARASH_D09_0009,TT,25.816768,51.363166,ні,,
VARASH_D09_0010,TOBO,26.127863,51.428035,ні,,
VARASH_D09_0011,TT,25.572354,51.300557,ні,,
VARASH_D09_0012,TT,25.856088,51.340651,ні,,
VARASH_D09_0013,TC,25.855109,51.341664,ні,,
VARASH_D09_0014,TC,25.875085,51.367751,ні,,
VARASH_D09_0015,ATM,25.858886,51.357783,ні,,
VARASH_D09_0016,ATM,25.78318,51.461507,ні,,
VARASH_D09_0017,TC,25.872695,51.378346,ні,,
VARASH_D09_0018,TT,25.843469,51.347744,ні,,
VARASH_D09_0019,TT,25.520853,51.280836,ні,11:30:00,17:30:00
VARASH_D09_0020,ATM,25.862973,51.128615,ні,,
VARASH_D09_0021,ATM,25.845171,51.33617,ні,,
VARASH_D09_0022,TC,25.816152,51.362258,ні,,
VARASH_D09_0023,TT,25.9221,51.306551,ні,,
VARASH_D09_0024,TT,25.852708,51.124179,ні,11:30:00,14:30:00
VARASH_D09_0025,TC,25.85903,51.357748,ні,,
VARASH_D09_0026,TOBO,25.665578,51.10597,ні,,
VARASH_D09_0027,TC,25.554159,51.288845,ні,,
VARASH_D09_0028,ATM,25.84967,51.351098,ні,,
VARASH_D09_0029,TC,25.894377,51.326887,ні,,
VARASH_D09_0030,TC,25.865454,51.351637,ні,,
VARASH_D09_0031,ATM,25.867842,51.355667,ні,,
VARASH_D09_0032,TOBO,26.143647,51.419016,ні,,
VARASH_D09_0033,TOBO,26.008141,51.344582,ні,,
VARASH_D09_0034,TT,25.865393,51.356246,ні,,
VARASH_D09_0035,ATM,25.845113,51.345653,ні,,
VARASH_D09_0036,ATM,25.856576,51.12764,ні,,
VARASH_D09_0037,TT,26.132839,51.428996,ні,,
VARASH_D09_0038,TC,25.824396,51.327329,ні,,
VARASH_D09_0039,TC,25.552086,51.279522,ні,,
VARASH_D09_0040,TC,25.841777,51.339262,ні,,
VARASH_D09_0041,ATM,25.857855,51.340415,ні,,
VARASH_D09_0042,TC,25.824617,51.298414,ні,,
VARASH_D09_0043,TOBO,25.847737,51.358344,ні,,
VARASH_D09_0044,ATM,25.652451,51.535671,ні,,
VARASH_D09_0045,ATM,25.954695,51.591804,ні,,
VARASH_D09_0046,TC,25.550511,51.27813,ні,,
VARASH_D09_0047,TOBO,26.122872,51.415656,ні,,
VARASH_D09_0048,TOBO,25.852766,51.356232,ні,,
VARASH_D09_0049,TOBO,25.861121,51.352654,ні,,
