point_id,point_type,lot,lan,night,tw_start,tw_end
VARASH_D19_0001,ATM,26.141227,51.408864,ні,,
VARASH_D19_0002,TC,25.931599,51.258532,ні,,
VARASH_D19_0003,ATM,25.866549,51.364446,ні,,
VARASH_D19_0004,ATM,25.885403,51.28168,ні,,
VARASH_D19_0005,TOBO,25.835651,51.301237,ні,,
VARASH_D19_0006,ATM,25.552799,51.28608,ні,,
VARASH_D19_0007,TT,25.849115,51.34878,ні,,
VARASH_D19_0008,TC,25.848921,51.349914,ні,,
VARASH_D19_0009,TC,25.857855,51.340415,ні,,
VARASH_D19_0010,TT,26.101177,51.299604,ні,,
VARASH_D19_0011,TOBO,26.12938,51.41072,ні,,
VARASH_D19_0012,TOBO,25.87717,51.322655,ні,,
VARASH_D19_0013,TC,25.864924,51.124783,ні,,
VARASH_D19_0014,TC,25.798809,51.448915,ні,,
VARASH_D19_0015,TOBO,25.990254,51.316496,ні,,
VARASH_D19_0016,TC,25.930087,51.283688,ні,,
VARASH_D19_0017,TOBO,25.861121,51.352654,ні,,
VARASH_D19_0018,TT,25.858766,51.34012,ні,,
VARASH_D19_0019,TC,25.85158,51.333753,ні,,
VARASH_D19_0020,ATM,25.590334,51.457585,ні,,
VARASH_D19_0021,TC,25.796418,51.466762,ні,,
VARASH_D19_0022,TC,25.929499,51.283402,ні,,
VARASH_D19_0023,ATM,25.882123,51.317106,ні,,
VARASH_D19_0024,ATM,25.92728,51.285565,ні,,
VARASH_D19_0025,TOBO,25.86304,51.376088,ні,,
VARASH_D19_0026,TOBO,25.89643,51.42042,ні,,
VARASH_D19_0027,TC,25.859574,51.339755,ні,,
VARASH_D19_0028,TOBO,25.545712,51.283921,ні,,
VARASH_D19_0029,TOBO,25.839313,51.336348,ні,,
VARASH_D19_0030,ATM,25.847737,51.358344,ні,,
VARASH_D19_0031,TC,25.546204,51.295609,ні,,
VARASH_D19_0032,ATM,25.855489,51.340448,ні,,
VARASH_D19_0033,TC,26.120265,51.417668,ні,,
VARASH_D19_0034,TC,26.143327,51.41908,ні,,
VARASH_D19_0035,TC,25.788018,51.461694,ні,,
VARASH_D19_0036,TC,25.857312,51.349973,ні,,
VARASH_D19_0037,TOBO,25.858258,51.340128,ні,,
VARASH_D19_0038,TC,25.857182,51.369551,ні,,
VARASH_D19_0039,TC,25.924912,51.286829,ні,,
VARASH_D19_0040,TT,26.13294,51.416938,ні,10:00:00,16:00:00
VARASH_D19_0041,TC,25.859112,51.341068,ні,,
VARASH_D19_0042,TT,26.139538,51.419615,ні,09:30:00,11:30:00
VARASH_D19_0043,TC,25.86743,51.120731,ні,,
VARASH_D19_0044,TT,25.646113,51.22162,ні,,
VARASH_D19_0045,TT,25.838598,51.338305,ні,14:00:00,18:00:00
VARASH_D19_0046,TT,25.845171,51.33617,ні,10:00:00,16:00:00
VARASH_D19_0047,TOBO,26.097156,51.494656,ні,,
VARASH_D19_0048,ATM,25.879091,51.278691,ні,,
VARASH_D19_0049,TOBO,25.850432,51.293663,ні,,
VARASH_D19_0050,ATM,25.850696,51.293563,ні,,
VARASH_D19_0051,TC,25.850369,51.339121,ні,,
VARASH_D19_0052,TC,25.945656,51.308228,ні,,
