point_id,point_type,lot,lan,night,tw_start,tw_end
VARASH_D20_0001,ATM,25.852766,51.356232,ні,,
VARASH_D20_0002,TC,26.129822,51.416541,ні,,
VARASH_D20_0003,TC,25.905559,51.180525,ні,,
VARASH_D20_0004,TT,25.855109,51.341664,ні,,
VARASH_D20_0005,TC,25.851724,51.339707,ні,,
VARASH_D20_0006,ATM,25.859544,51.347157,ні,,
VARASH_D20_0007,TT,25.868824,51.359286,ні,,
VARASH_D20_0008,TC,25.857855,51.340415,ні,,
VARASH_D20_0009,ATM,25.847181,51.333173,ні,,
VARASH_D20_0010,TC,25.664489,51.106034,ні,,
VARASH_D20_0011,ATM,25.78318,51.461507,ні,,
VARASH_D20_0012,TC,26.129583,51.415029,ні,,
VARASH_D20_0013,TT,25.856965,51.335928,ні,11:00:00,14:00:00
VARASH_D20_0014,TC,26.083445,51.408012,ні,,
VARASH_D20_0015,TOBO,25.863528,51.356686,ні,,
VARASH_D20_0016,TT,26.154018,51.430206,ні,,
VARASH_D20_0017,TT,25.861955,51.375068,ні,,
VARASH_D20_0018,TT,25.848275,51.359559,ні,,
VARASH_D20_0019,ATM,25.864822,51.376926,ні,,
VARASH_D20_0020,TT,25.852261,51.336825,ні,08:00:00,18:00:00
VARASH_D20_0021,TT,25.765532,51.349685,ні,,
VARASH_D20_0022,TOBO,25.76034,51.494305,ні,,
VARASH_D20_0023,ATM,25.857564,51.350356,ні,,
VARASH_D20_0024,TOBO,25.854076,51.337383,ні,,
VARASH_D20_0025,TT,25.946077,51.282865,ні,,
VARASH_D20_0026,TT,25.948012,51.281199,ні,,
VARASH_D20_0027,TT,25.862312,51.372248,ні,,
VARASH_D20_0028,TC,25.864997,51.356339,ні,,
VARASH_D20_0029,TT,26.002149,51.309218,ні,14:00:00,19:00:00
VARASH_D20_0030,TC,25.810903,51.338422,ні,,
VARASH_D20_0031,TT,25.853176,51.288489,ні,,
VARASH_D20_0032,ATM,26.099932,51.326254,ні,,
VARASH_D20_0033,TT,25.842128,51.335158,ні,,
VARASH_D20_0034,TOBO,25.879091,51.278691,ні,,
VARASH_D20_0035,ATM,25.929408,51.286879,ні,,
VARASH_D20_0036,TC,25.54713,51.289196,ні,,
VARASH_D20_0037,TT,25.857361,51.340346,ні,09:00:00,16:00:00
VARASH_D20_0038,TT,25.853693,51.289235,ні,,
VARASH_D20_0039,TT,25.859574,51.339755,ні,15:00:00,17:00:00
VARASH_D20_0040,TC,25.811073,51.336176,ні,,
VARASH_D20_0041,TT,25.863488,51.348357,ні,,
VARASH_D20_0042,TC,25.584147,51.297049,ні,,
VARASH_D20_0043,ATM,25.935834,51.181111,ні,,
VARASH_D20_0044,ATM,25.522807,51.28513,ні,,
VARASH_D20_0045,ATM,25.87908,51.323058,ні,,
