point_id,point_type,lot,lan,night,tw_start,tw_end
VARASH_D25_0001,ATM,25.945854,51.280507,ні,,
VARASH_D25_0002,ATM,25.8644,51.127362,ні,,
VARASH_D25_0003,TC,25.809248,51.362164,ні,,
VARASH_D25_0004,TC,25.865018,51.127339,ні,,
VARASH_D25_0005,ATM,25.854862,51.359549,ні,,
VARASH_D25_0006,TOBO,25.584147,51.297049,ні,,
VARASH_D25_0007,TC,25.859112,51.341068,ні,,
VARASH_D25_0008,ATM,25.852981,51.361626,ні,,
VARASH_D25_0009,TT,26.157777,51.425175,ні,12:00:00,17:00:00
VARASH_D25_0010,TC,25.790445,51.495669,ні,,
VARASH_D25_0011,TOBO,25.916098,51.353644,ні,,
VARASH_D25_0012,TOBO,25.856659,51.124636,ні,,
VARASH_D25_0013,TT,25.86385,51.372467,ні,,
VARASH_D25_0014,TC,25.847737,51.358344,ні,,
VARASH_D25_0015,ATM,25.868824,51.359286,ні,,
VARASH_D25_0016,TOBO,26.14529,51.424004,ні,,
VARASH_D25_0017,TT,25.948259,51.280703,ні,,
VARASH_D25_0018,TC,25.825605,51.32985,ні,,
VARASH_D25_0019,TT,25.920833,51.272502,ні,12:00:00,16:00:00
VARASH_D25_0020,ATM,25.838598,51.338305,ні,,
VARASH_D25_0021,TT,26.141589,51.414128,ні,,
VARASH_D25_0022,ATM,26.145365,51.440247,ні,,
VARASH_D25_0023,TT,25.856088,51.340651,ні,17:00:00,20:50:00
VARASH_D25_0024,TC,25.966845,51.34315,ні,,
VARASH_D25_0025,ATM,25.849417,51.356243,ні,,
VARASH_D25_0026,TT,25.858395,51.323673,ні,15:00:00,17:00:00
VARASH_D25_0027,ATM,25.856576,51.12764,ні,,
VARASH_D25_0028,TC,25.545712,51.283921,ні,,
VARASH_D25_0029,TC,25.926957,51.261532,ні,,
VARASH_D25_0030,TOBO,25.808572,51.362068,ні,,
VARASH_D25_0031,ATM,26.140407,51.419508,ні,,
VARASH_D25_0032,TOBO,25.816152,51.362258,ні,,
VARASH_D25_0033,TOBO,25.821599,51.331295,ні,,
VARASH_D25_0034,ATM,25.799925,51.467398,ні,,
VARASH_D25_0035,TC,25.856965,51.335928,ні,,
VARASH_D25_0036,TC,25.85158,51.333753,ні,,
VARASH_D25_0037,ATM,25.825376,51.32174,ні,,
VARASH_D25_0038,TT,25.856843,51.362342,ні,,
VARASH_D25_0039,ATM,25.863898,51.356599,ні,,
VARASH_D25_0040,TOBO,25.877683,51.295667,ні,,
VARASH_D25_0041,TC,25.849856,51.359941,ні,,
VARASH_D25_0042,TT,25.849115,51.34878,ні,,
VARASH_D25_0043,ATM,25.863157,51.371465,ні,,
VARASH_D25_0044,TOBO,25.854712,51.340945,ні,,
VARASH_D25_0045,TT,26.121596,51.421686,ні,11:00:00,18:00:00
VARASH_D25_0046,TT,25.859416,51.372925,ні,,
VARASH_D25_0047,TC,25.833842,51.301591,ні,,
VARASH_D25_0048,ATM,25.864241,51.373284,ні,,
VARASH_D25_0049,TT,25.835807,51.301484,ні,,
VARASH_D25_0050,TOBO,25.552119,51.278407,ні,,
VARASH_D25_0051,TOBO,25.920137,51.270765,ні,,
VARASH_D25_0052,TOBO,25.532427,51.364192,ні,,
VARASH_D25_0053,TOBO,26.12686,51.424365,ні,,
VARASH_D25_0054,TT,25.76034,51.494305,ні,11:00:00,17:00:00
VARASH_D25_0055,TC,25.826878,51.300697,ні,,
VARASH_D25_0056,ATM,25.861175,51.128341,ні,,
VARASH_D25_0057,ATM,25.86263,51.352299,ні,,
VARASH_D25_0058,TC,25.81172,51.359076,ні,,
VARASH_D25_0059,TT,25.854222,51.332983,ні,,
VARASH_D25_0060,TC,25.836065,51.30006,ні,,
VARASH_D25_0061,TOBO,25.849959,51.121798,ні,,
VARASH_D25_0062,ATM,25.844873,51.295676,ні,,
VARASH_D25_0063,ATM,25.849086,51.350098,ні,,
