point_id,point_type,lot,lan,night,tw_start,tw_end
TERNOPIL_D07_0001,ATM,25.511973,49.536509,так,18:00:00,23:59:59
TERNOPIL_D07_0002,TOBO,25.65137,49.566891,так,18:00:00,23:59:59
TERNOPIL_D07_0003,TT,25.566322,49.537651,так,18:00:00,23:59:59
TERNOPIL_D07_0004,TC,25.680729,49.519968,ні,,
TERNOPIL_D07_0005,TOBO,25.585609,49.603347,ні,,
TERNOPIL_D07_0006,ATM,25.56615,49.550803,ні,,
TERNOPIL_D07_0007,ATM,25.592581,49.560643,ні,,
TERNOPIL_D07_0008,TOBO,25.617247,49.512959,ні,,
TERNOPIL_D07_0009,TC,25.509244,49.564303,ні,,
TERNOPIL_D07_0010,TT,25.68081,49.576309,так,18:00:00,23:59:59
TERNOPIL_D07_0011,ATM,25.54533,49.547548,ні,,
TERNOPIL_D07_0012,TT,25.603321,49.54329,ні,17:00:00,20:50:00
TERNOPIL_D07_0013,TT,25.661497,49.519439,ні,,
TERNOPIL_D07_0014,ATM,25.598356,49.556737,ні,,
TERNOPIL_D07_0015,ATM,25.602388,49.49619,ні,,
TERNOPIL_D07_0016,ATM,25.554718,49.552194,так,18:00:00,23:59:59
TERNOPIL_D07_0017,TC,25.618187,49.500416,так,18:00:00,23:59:59
TERNOPIL_D07_0018,ATM,25.550165,49.536738,ні,,
TERNOPIL_D07_0019,ATM,25.627323,49.533875,ні,,
TERNOPIL_D07_0020,TOBO,25.608102,49.548852,так,18:00:00,23:59:59
TERNOPIL_D07_0021,TT,25.666233,49.551651,ні,,
TERNOPIL_D07_0022,TT,25.582795,49.550586,ні,,
TERNOPIL_D07_0023,ATM,25.630675,49.56908,ні,,
TERNOPIL_D07_0024,TOBO,25.554738,49.543325,ні,,
TERNOPIL_D07_0025,TOBO,25.543693,49.550193,так,18:00:00,23:59:59
TERNOPIL_D07_0026,TT,25.603569,49.571756,ні,,
TERNOPIL_D07_0027,ATM,25.54712,49.57719,ні,,
TERNOPIL_D07_0028,TT,25.617214,49.551181,ні,,
TERNOPIL_D07_0029,TC,25.555803,49.547196,ні,,
TERNOPIL_D07_0030,TOBO,25.679569,49.573309,ні,,
TERNOPIL_D07_0031,ATM,25.612676,49.55717,так,18:00:00,23:59:59
TERNOPIL_D07_0032,TC,25.668812,49.614012,так,18:00:00,23:59:59
TERNOPIL_D07_0033,ATM,25.568552,49.550695,ні,,
TERNOPIL_D07_0034,TOBO,25.566498,49.495023,ні,,
TERNOPIL_D07_0035,ATM,25.609735,49.502317,ні,,
TERNOPIL_D07_0036,TC,25.544939,49.584032,ні,,
TERNOPIL_D07_0037,ATM,25.610702,49.519965,так,18:00:00,23:59:59
TERNOPIL_D07_0038,TC,25.605143,49.569759,ні,,
TERNOPIL_D07_0039,TT,25.597955,49.54481,ні,,
TERNOPIL_D07_0040,TC,25.674506,49.612148,ні,,
TERNOPIL_D07_0041,TOBO,25.501069,49.550487,так,18:00:00,23:59:59
TERNOPIL_D07_0042,ATM,25.644555,49.518133,так,18:00:00,23:59:59
TERNOPIL_D07_0043,TC,25.667341,49.557208,ні,,
TERNOPIL_D07_0044,ATM,25.571255,49.610139,так,18:00:00,23:59:59
TERNOPIL_D07_0045,TT,25.621507,49.559716,ні,17:00:00,20:50:00
TERNOPIL_D07_0046,TC,25.617952,49.51111,ні,,
TERNOPIL_D07_0047,TC,25.581828,49.584569,ні,,
TERNOPIL_D07_0048,ATM,25.647998,49.525404,ні,,
TERNOPIL_D07_0049,TT,25.583397,49.482019,ні,,
TERNOPIL_D07_0050,TC,25.71679,49.526761,ні,,
TERNOPIL_D07_0051,TC,25.705726,49.538323,ні,,
TERNOPIL_D07_0052,TT,25.718514,49.52407,ні,,
TERNOPIL_D07_0053,ATM,25.619074,49.512275,ні,,
TERNOPIL_D07_0054,TC,25.669571,49.518451,так,18:00:00,23:59:59
TERNOPIL_D07_0055,TC,25.531218,49.559629,ні,,
TERNOPIL_D07_0056,TT,25.548245,49.492097,ні,,
TERNOPIL_D07_0057,TOBO,25.615335,49.501302,так,18:00:00,23:59:59
TERNOPIL_D07_0058,TT,25.65431,49.51864,ні,,
TERNOPIL_D07_0059,ATM,25.709756,49.538139,ні,,
TERNOPIL_D07_0060,ATM,25.509548,49.550455,так,18:00:00,23:59:59
TERNOPIL_D07_0061,TOBO,25.64524,49.52257,так,18:00:00,23:59:59
TERNOPIL_D07_0062,ATM,25.629482,49.567987,так,18:00:00,23:59:59
TERNOPIL_D07_0063,TT,25.639157,49.568065,ні,,
TERNOPIL_D07_0064,TC,25.710465,49.52458,ні,,
TERNOPIL_D07_0065,TT,25.624841,49.592593,ні,,
TERNOPIL_D07_0066,ATM,25.71406,49.530984,ні,,
TERNOPIL_D07_0067,ATM,25.591212,49.550723,так,18:00:00,23:59:59
TERNOPIL_D07_0068,TOBO,25.594941,49.490365,ні,,
TERNOPIL_D07_0069,TC,25.587656,49.596143,ні,,
TERNOPIL_D07_0070,TT,25.687209,49.575204,ні,11:00:00,17:00:00
TERNOPIL_D07_0071,ATM,25.666359,49.588339,так,18:00:00,23:59:59
TERNOPIL_D07_0072,ATM,25.647315,49.570493,так,18:00:00,23:59:59
TERNOPIL_D07_0073,TOBO,25.567098,49.601995,ні,,
TERNOPIL_D07_0074,TT,25.602202,49.558851,ні,,
TERNOPIL_D07_0075,TC,25.667434,49.586257,так,18:00:00,23:59:59
TERNOPIL_D07_0076,TC,25.621336,49.556728,так,18:00:00,23:59:59
TERNOPIL_D07_0077,ATM,25.52383,49.55789,ні,,
TERNOPIL_D07_0078,TT,25.579105,49.585241,ні,,
TERNOPIL_D07_0079,TC,25.701762,49.483704,так,18:00:00,23:59:59
TERNOPIL_D07_0080,TT,25.589649,49.513968,ні,09:00:00,17:00:00
TERNOPIL_D07_0081,ATM,25.590638,49.512932,так,18:00:00,23:59:59
TERNOPIL_D07_0082,TOBO,25.604489,49.556663,ні,,
TERNOPIL_D07_0083,TT,25.705561,49.525084,ні,17:00:00,20:50:00
TERNOPIL_D07_0084,ATM,25.671855,49.564177,ні,,
TERNOPIL_D07_0085,TOBO,25.717753,49.528245,так,18:00:00,23:59:59
TERNOPIL_D07_0086,TC,25.627201,49.598819,ні,,
TERNOPIL_D07_0087,TT,25.667818,49.568392,ні,,
TERNOPIL_D07_0088,TT,25.622983,49.55227,так,18:00:00,23:59:59
TERNOPIL_D07_0089,ATM,25.590729,49.605404,ні,,
TERNOPIL_D07_0090,ATM,25.527865,49.562784,так,18:00:00,23:59:59
TERNOPIL_D07_0091,ATM,25.591502,49.565074,ні,,
TERNOPIL_D07_0092,TT,25.610302,49.562675,ні,11:00:00,19:00:00
TERNOPIL_D07_0093,TOBO,25.616762,49.500714,ні,,
TERNOPIL_D07_0094,TT,25.575385,49.588581,ні,,
TERNOPIL_D07_0095,TC,25.523547,49.538141,ні,,
TERNOPIL_D07_0096,ATM,25.617134,49.549843,ні,,
TERNOPIL_D07_0097,ATM,25.670178,49.610281,ні,,
TERNOPIL_D07_0098,TT,25.594898,49.549478,ні,,
TERNOPIL_D07_0099,TOBO,25.621651,49.559129,ні,,
TERNOPIL_D07_0100,TT,25.617042,49.550428,ні,,
TERNOPIL_D07_0101,TC,25.670032,49.566883,так,18:00:00,23:59:59
TERNOPIL_D07_0102,ATM,25.593235,49.495567,так,18:00:00,23:59:59
TERNOPIL_D07_0103,TT,25.628807,49.599451,ні,,
TERNOPIL_D07_0104,TC,25.680668,49.61239,ні,,
TERNOPIL_D07_0105,TT,25.611625,49.512244,ні,19:00:00,21:00:00
TERNOPIL_D07_0106,TT,25.624728,49.599141,ні,,
TERNOPIL_D07_0107,ATM,25.709723,49.536233,ні,,
TERNOPIL_D07_0108,TT,25.589009,49.560124,ні,,
TERNOPIL_D07_0109,TT,25.634681,49.524718,ні,,
TERNOPIL_D07_0110,TC,25.708143,49.541541,ні,,
TERNOPIL_D07_0111,ATM,25.557986,49.550534,так,18:00:00,23:59:59
TERNOPIL_D07_0112,TT,25.635132,49.547456,ні,,
TERNOPIL_D07_0113,TOBO,25.588409,49.559362,ні,,
TERNOPIL_D07_0114,TOBO,25.506905,49.566865,ні,,
TERNOPIL_D07_0115,TT,25.545664,49.539402,ні,,
TERNOPIL_D07_0116,TT,25.663003,49.603895,ні,13:00:00,19:00:00
