point_id,point_type,lot,lan,night,tw_start,tw_end
TERNOPIL_D22_0001,TOBO,25.636907,49.56664,ні,,
TERNOPIL_D22_0002,TT,25.528767,49.616357,ні,,
TERNOPIL_D22_0003,TOBO,25.636194,49.58145,ні,,
TERNOPIL_D22_0004,TC,25.585813,49.592383,ні,,
TERNOPIL_D22_0005,TT,25.591548,49.549161,ні,,
TERNOPIL_D22_0006,ATM,25.568921,49.561636,ні,,
TERNOPIL_D22_0007,ATM,25.652232,49.567036,ні,,
TERNOPIL_D22_0008,TT,25.663466,49.553701,так,18:00:00,23:59:59
TERNOPIL_D22_0009,ATM,25.522942,49.555691,так,18:00:00,23:59:59
TERNOPIL_D22_0010,TOBO,25.633161,49.60227,так,18:00:00,23:59:59
TERNOPIL_D22_0011,ATM,25.669755,49.616187,ні,,
TERNOPIL_D22_0012,TT,25.508441,49.569183,ні,09:30:00,17:00:00
TERNOPIL_D22_0013,TOBO,25.669155,49.51762,ні,,
TERNOPIL_D22_0014,TOBO,25.610885,49.50184,ні,,
TERNOPIL_D22_0015,TC,25.533911,49.531513,так,18:00:00,23:59:59
TERNOPIL_D22_0016,ATM,25.596359,49.595813,ні,,
TERNOPIL_D22_0017,TT,25.529255,49.588297,ні,,
TERNOPIL_D22_0018,TT,25.600538,49.496775,ні,17:00:00,20:00:00
TERNOPIL_D22_0019,TT,25.655508,49.609547,ні,,
TERNOPIL_D22_0020,ATM,25.7195,49.523806,ні,,
TERNOPIL_D22_0021,TC,25.582815,49.538527,ні,,
TERNOPIL_D22_0022,ATM,25.71377,49.540979,ні,,
TERNOPIL_D22_0023,TT,25.615335,49.501302,ні,,
TERNOPIL_D22_0024,TT,25.617475,49.557005,ні,,
TERNOPIL_D22_0025,TT,25.62215,49.575778,ні,13:00:00,17:00:00
TERNOPIL_D22_0026,TOBO,25.602824,49.547281,так,18:00:00,23:59:59
TERNOPIL_D22_0027,ATM,25.618811,49.555866,так,18:00:00,23:59:59
TERNOPIL_D22_0028,TC,25.563019,49.610421,ні,,
TERNOPIL_D22_0029,TT,25.673917,49.563162,так,18:00:00,23:59:59
TERNOPIL_D22_0030,TT,25.628791,49.571288,ні,,
TERNOPIL_D22_0031,ATM,25.673959,49.567706,ні,,
TERNOPIL_D22_0032,TOBO,25.522041,49.546274,ні,,
TERNOPIL_D22_0033,TT,25.555836,49.568075,ні,,
TERNOPIL_D22_0034,TT,25.610599,49.549395,ні,,
TERNOPIL_D22_0035,TC,25.586716,49.537509,ні,,
TERNOPIL_D22_0036,TOBO,25.587602,49.567482,ні,,
TERNOPIL_D22_0037,TT,25.598898,49.49625,ні,,
TERNOPIL_D22_0038,ATM,25.683226,49.610911,так,18:00:00,23:59:59
TERNOPIL_D22_0039,TT,25.562656,49.610221,ні,,
TERNOPIL_D22_0040,TT,25.585175,49.492787,ні,,
TERNOPIL_D22_0041,TT,25.60679,49.561909,так,18:00:00,23:59:59
TERNOPIL_D22_0042,ATM,25.665304,49.567073,ні,,
TERNOPIL_D22_0043,TT,25.616765,49.495727,ні,13:00:00,16:30:00
TERNOPIL_D22_0044,TOBO,25.703079,49.530913,так,18:00:00,23:59:59
TERNOPIL_D22_0045,ATM,25.613892,49.509246,ні,,
TERNOPIL_D22_0046,TT,25.55656,49.549356,ні,,
TERNOPIL_D22_0047,ATM,25.546534,49.547584,ні,,
TERNOPIL_D22_0048,ATM,25.57384,49.582874,ні,,
TERNOPIL_D22_0049,TT,25.573062,49.587631,ні,,
TERNOPIL_D22_0050,TC,25.634753,49.573346,ні,,
TERNOPIL_D22_0051,TT,25.51169,49.52937,ні,,
TERNOPIL_D22_0052,TC,25.526356,49.555152,ні,,
TERNOPIL_D22_0053,TT,25.649344,49.576768,ні,,
TERNOPIL_D22_0054,TOBO,25.567445,49.538068,так,18:00:00,23:59:59
TERNOPIL_D22_0055,TT,25.709723,49.536233,ні,,
TERNOPIL_D22_0056,ATM,25.608561,49.555866,так,18:00:00,23:59:59
TERNOPIL_D22_0057,TC,25.5385,49.55825,так,18:00:00,23:59:59
TERNOPIL_D22_0058,ATM,25.624955,49.599963,так,18:00:00,23:59:59
TERNOPIL_D22_0059,TT,25.621664,49.560534,ні,,
TERNOPIL_D22_0060,ATM,25.58045,49.590711,ні,,
TERNOPIL_D22_0061,ATM,25.621201,49.587964,ні,,
TERNOPIL_D22_0062,TT,25.563994,49.549811,ні,,
TERNOPIL_D22_0063,TC,25.559658,49.552115,ні,,
TERNOPIL_D22_0064,TT,25.632239,49.570072,ні,17:00:00,20:50:00
TERNOPIL_D22_0065,TT,25.685892,49.572846,ні,,
TERNOPIL_D22_0066,TOBO,25.575666,49.540528,ні,,
TERNOPIL_D22_0067,TT,25.676706,49.553997,ні,,
TERNOPIL_D22_0068,ATM,25.607393,49.549758,так,18:00:00,23:59:59
TERNOPIL_D22_0069,TT,25.664044,49.590099,ні,,
TERNOPIL_D22_0070,TT,25.607916,49.54743,ні,11:00:00,17:00:00
TERNOPIL_D22_0071,ATM,25.599417,49.553691,ні,,
TERNOPIL_D22_0072,ATM,25.675134,49.564558,ні,,
TERNOPIL_D22_0073,ATM,25.580672,49.584283,ні,,
TERNOPIL_D22_0074,TOBO,25.610319,49.555055,ні,,
TERNOPIL_D22_0075,TT,25.562264,49.539624,ні,09:00:00,18:00:00
TERNOPIL_D22_0076,TOBO,25.662781,49.604638,ні,,
TERNOPIL_D22_0077,TT,25.576916,49.581919,ні,08:30:00,16:30:00
TERNOPIL_D22_0078,TT,25.594829,49.589958,ні,,
TERNOPIL_D22_0079,ATM,25.559264,49.605298,ні,,
TERNOPIL_D22_0080,TC,25.588959,49.551991,ні,,
TERNOPIL_D22_0081,TT,25.65493,49.517764,ні,,
TERNOPIL_D22_0082,ATM,25.588037,49.558945,ні,,
TERNOPIL_D22_0083,TT,25.56206,49.610478,ні,,
TERNOPIL_D22_0084,TC,25.595174,49.547904,ні,,
TERNOPIL_D22_0085,ATM,25.709756,49.538139,ні,,
TERNOPIL_D22_0086,TC,25.623411,49.5537,ні,,
TERNOPIL_D22_0087,TT,25.626517,49.571593,ні,,
TERNOPIL_D22_0088,TT,25.618489,49.493626,ні,14:00:00,18:00:00
TERNOPIL_D22_0089,ATM,25.709025,49.543132,ні,,
TERNOPIL_D22_0090,TC,25.515632,49.509477,ні,,
TERNOPIL_D22_0091,TC,25.564323,49.538587,ні,,
TERNOPIL_D22_0092,TT,25.617043,49.554088,ні,,
TERNOPIL_D22_0093,TOBO,25.585536,49.590253,ні,,
TERNOPIL_D22_0094,TT,25.608165,49.518086,ні,,
TERNOPIL_D22_0095,ATM,25.577774,49.529171,ні,,
TERNOPIL_D22_0096,ATM,25.650996,49.522084,ні,,
TERNOPIL_D22_0097,TT,25.707817,49.525466,ні,10:30:00,16:30:00
TERNOPIL_D22_0098,TOBO,25.602496,49.559122,ні,,
TERNOPIL_D22_0099,TT,25.556825,49.548752,ні,,
TERNOPIL_D22_0100,TT,25.601566,49.532914,так,18:00:00,23:59:59
TERNOPIL_D22_0101,TT,25.669942,49.548759,ні,,
TERNOPIL_D22_0102,ATM,25.679003,49.516295,ні,,
TERNOPIL_D22_0103,ATM,25.614584,49.556345,ні,,
TERNOPIL_D22_0104,TT,25.603827,49.544184,ні,15:00:00,17:30:00
TERNOPIL_D22_0105,TOBO,25.619287,49.498409,ні,,
TERNOPIL_D22_0106,ATM,25.608761,49.506599,ні,,
TERNOPIL_D22_0107,TT,25.602167,49.556583,ні,,
TERNOPIL_D22_0108,ATM,25.709787,49.531788,ні,,
TERNOPIL_D22_0109,ATM,25.617426,49.557857,ні,,
TERNOPIL_D22_0110,TT,25.664549,49.585068,ні,,
TERNOPIL_D22_0111,TC,25.678027,49.514245,ні,,
TERNOPIL_D22_0112,ATM,25.672146,49.560771,ні,,
TERNOPIL_D22_0113,TT,25.677039,49.535894,ні,,
TERNOPIL_D22_0114,TT,25.590568,49.587389,ні,14:00:00,17:00:00
TERNOPIL_D22_0115,TT,25.561007,49.555395,ні,17:00:00,20:50:00
TERNOPIL_D22_0116,TT,25.558002,49.541988,ні,,
TERNOPIL_D22_0117,ATM,25.645201,49.577224,так,18:00:00,23:59:59
TERNOPIL_D22_0118,TT,25.601932,49.532613,ні,11:00:00,19:00:00
TERNOPIL_D22_0119,ATM,25.683188,49.568757,так,18:00:00,23:59:59
TERNOPIL_D22_0120,ATM,25.525917,49.537988,так,18:00:00,23:59:59
TERNOPIL_D22_0121,TT,25.587265,49.595459,ні,13:30:00,17:00:00
TERNOPIL_D22_0122,TT,25.586282,49.584393,ні,,
TERNOPIL_D22_0123,ATM,25.577045,49.589468,ні,,
TERNOPIL_D22_0124,TOBO,25.527361,49.539194,ні,,
TERNOPIL_D22_0125,TOBO,25.589209,49.568009,так,18:00:00,23:59:59
TERNOPIL_D22_0126,TT,25.567806,49.532137,ні,,
TERNOPIL_D22_0127,ATM,25.556182,49.567562,ні,,
TERNOPIL_D22_0128,TC,25.599878,49.495393,ні,,
TERNOPIL_D22_0129,TC,25.677879,49.611625,ні,,
TERNOPIL_D22_0130,ATM,25.634502,49.519585,так,18:00:00,23:59:59
TERNOPIL_D22_0131,ATM,25.58936,49.609524,ні,,
TERNOPIL_D22_0132,TOBO,25.583084,49.592723,ні,,
TERNOPIL_D22_0133,ATM,25.566126,49.552238,ні,,
TERNOPIL_D22_0134,TOBO,25.538171,49.528239,ні,,
