point_id,point_type,lot,lan,night,tw_start,tw_end
TERNOPIL_D01_0001,TC,25.629552,49.601886,ні,,
TERNOPIL_D01_0002,ATM,25.671686,49.566836,ні,,
TERNOPIL_D01_0003,TT,25.529169,49.61441,ні,12:00:00,19:00:00
TERNOPIL_D01_0004,TOBO,25.522832,49.542577,ні,,
TERNOPIL_D01_0005,ATM,25.648288,49.57688,ні,,
TERNOPIL_D01_0006,TT,25.62215,49.575778,ні,,
TERNOPIL_D01_0007,ATM,25.586282,49.584393,ні,,
TERNOPIL_D01_0008,TT,25.662191,49.610711,ні,,
TERNOPIL_D01_0009,TC,25.714971,49.530877,ні,,
TERNOPIL_D01_0010,ATM,25.512123,49.533681,ні,,
TERNOPIL_D01_0011,ATM,25.6025,49.55921,ні,,
TERNOPIL_D01_0012,ATM,25.571508,49.551226,ні,,
TERNOPIL_D01_0013,TT,25.59688,49.492084,ні,11:00:00,17:00:00
TERNOPIL_D01_0014,TT,25.5945,49.563952,ні,13:00:00,16:30:00
TERNOPIL_D01_0015,TT,25.523777,49.545147,ні,,
TERNOPIL_D01_0016,ATM,25.663654,49.520902,ні,,
TERNOPIL_D01_0017,ATM,25.68334,49.56986,ні,,
TERNOPIL_D01_0018,TOBO,25.611625,49.512244,ні,,
TERNOPIL_D01_0019,ATM,25.585175,49.492787,ні,,
TERNOPIL_D01_0020,ATM,25.659506,49.555383,ні,,
TERNOPIL_D01_0021,TC,25.572733,49.577524,так,18:00:00,23:59:59
TERNOPIL_D01_0022,TT,25.607149,49.505259,ні,10:00:00,19:00:00
TERNOPIL_D01_0023,TC,25.659876,49.557363,так,18:00:00,23:59:59
TERNOPIL_D01_0024,TT,25.66815,49.560771,ні,,
TERNOPIL_D01_0025,TOBO,25.577152,49.610104,ні,,
TERNOPIL_D01_0026,ATM,25.5974,49.540834,ні,,
TERNOPIL_D01_0027,ATM,25.603591,49.543427,ні,,
TERNOPIL_D01_0028,ATM,25.707228,49.541541,ні,,
TERNOPIL_D01_0029,ATM,25.673211,49.57715,ні,,
TERNOPIL_D01_0030,TC,25.610599,49.549395,так,18:00:00,23:59:59
TERNOPIL_D01_0031,TOBO,25.622563,49.590421,так,18:00:00,23:59:59
TERNOPIL_D01_0032,TT,25.611477,49.546489,ні,15:00:00,18:00:00
TERNOPIL_D01_0033,TT,25.571431,49.552642,ні,,
TERNOPIL_D01_0034,TT,25.551687,49.57942,ні,,
TERNOPIL_D01_0035,TT,25.53952,49.616532,ні,,
TERNOPIL_D01_0036,TT,25.647592,49.553107,ні,11:00:00,16:00:00
TERNOPIL_D01_0037,TT,25.717025,49.523077,ні,,
TERNOPIL_D01_0038,TC,25.679569,49.573309,ні,,
TERNOPIL_D01_0039,ATM,25.515632,49.509477,ні,,
TERNOPIL_D01_0040,ATM,25.5229,49.543516,так,18:00:00,23:59:59
TERNOPIL_D01_0041,TC,25.512791,49.53255,ні,,
TERNOPIL_D01_0042,TOBO,25.566587,49.609396,ні,,
TERNOPIL_D01_0043,ATM,25.6654,49.593944,ні,,
