point_id,point_type,lot,lan,night,tw_start,tw_end
TERNOPIL_D17_0001,TOBO,25.615809,49.49521,ні,,
TERNOPIL_D17_0002,ATM,25.645717,49.559291,ні,,
TERNOPIL_D17_0003,TT,25.594686,49.592927,ні,,
TERNOPIL_D17_0004,TOBO,25.680729,49.519968,ні,,
TERNOPIL_D17_0005,TT,25.591509,49.542578,ні,13:30:00,17:00:00
TERNOPIL_D17_0006,TT,25.56317,49.607293,ні,,
TERNOPIL_D17_0007,TOBO,25.582036,49.550643,ні,,
TERNOPIL_D17_0008,ATM,25.594316,49.536484,ні,,
TERNOPIL_D17_0009,TC,25.554718,49.552194,ні,,
TERNOPIL_D17_0010,TC,25.620676,49.555442,так,18:00:00,23:59:59
TERNOPIL_D17_0011,ATM,25.624569,49.535905,ні,,
TERNOPIL_D17_0012,TOBO,25.599455,49.549644,так,18:00:00,23:59:59
TERNOPIL_D17_0013,TC,25.507724,49.534745,ні,,
TERNOPIL_D17_0014,TT,25.599642,49.494662,ні,14:30:00,17:30:00
TERNOPIL_D17_0015,ATM,25.702591,49.545931,ні,,
TERNOPIL_D17_0016,ATM,25.639719,49.577685,так,18:00:00,23:59:59
TERNOPIL_D17_0017,TC,25.591815,49.58861,ні,,
TERNOPIL_D17_0018,TT,25.580739,49.530023,ні,,
TERNOPIL_D17_0019,ATM,25.629777,49.602716,так,18:00:00,23:59:59
TERNOPIL_D17_0020,ATM,25.675954,49.569348,так,18:00:00,23:59:59
TERNOPIL_D17_0021,TT,25.603692,49.544017,ні,,
TERNOPIL_D17_0022,ATM,25.663591,49.60437,ні,,
TERNOPIL_D17_0023,ATM,25.61649,49.555221,ні,,
TERNOPIL_D17_0024,TT,25.705133,49.541164,ні,09:00:00,18:00:00
TERNOPIL_D17_0025,TOBO,25.532156,49.531912,ні,,
TERNOPIL_D17_0026,TT,25.585175,49.492787,ні,08:00:00,18:00:00
TERNOPIL_D17_0027,TC,25.598271,49.538645,так,18:00:00,23:59:59
TERNOPIL_D17_0028,TC,25.719556,49.528382,ні,,
TERNOPIL_D17_0029,TT,25.523302,49.542228,ні,10:00:00,15:00:00
TERNOPIL_D17_0030,TT,25.523195,49.557072,ні,,
TERNOPIL_D17_0031,ATM,25.59864,49.545278,ні,,
TERNOPIL_D17_0032,TC,25.528983,49.561729,ні,,
TERNOPIL_D17_0033,ATM,25.624552,49.492673,ні,,
