point_id,point_type,lot,lan,night,tw_start,tw_end
DUBNO_D07_0001,TOBO,25.76709,50.415894,ні,,
DUBNO_D07_0002,ATM,25.689321,50.408331,ні,,
DUBNO_D07_0003,TT,25.753294,50.409369,ні,,
DUBNO_D07_0004,TC,25.67894,50.439112,ні,,
DUBNO_D07_0005,ATM,25.738622,50.390196,ні,,
DUBNO_D07_0006,TOBO,25.731214,50.414313,ні,,
DUBNO_D07_0007,TC,25.741127,50.387776,ні,,
DUBNO_D07_0008,TC,25.75153,50.359371,ні,,
DUBNO_D07_0009,ATM,25.72968,50.43048,ні,,
DUBNO_D07_0010,TOBO,25.739997,50.394331,ні,,
DUBNO_D07_0011,TC,25.751544,50.360948,ні,,
DUBNO_D07_0012,TT,25.705568,50.41431,ні,,
DUBNO_D07_0013,TOBO,25.80239,50.418478,ні,,
DUBNO_D07_0014,ATM,25.75568,50.364988,ні,,
DUBNO_D07_0015,TC,25.746972,50.401782,ні,,
DUBNO_D07_0016,ATM,25.737886,50.390863,ні,,
DUBNO_D07_0017,TT,25.69114,50.350281,ні,,
DUBNO_D07_0018,ATM,25.766959,50.409109,ні,,
DUBNO_D07_0019,TC,25.761919,50.412846,ні,,
DUBNO_D07_0020,TT,25.74584,50.422061,ні,,
DUBNO_D07_0021,TC,25.723198,50.413889,ні,,
DUBNO_D07_0022,TC,25.689954,50.409377,ні,,
DUBNO_D07_0023,ATM,25.708871,50.37661,ні,,
DUBNO_D07_0024,TT,25.79892,50.41518,ні,11:00:00,14:00:00
DUBNO_D07_0025,TC,25.762372,50.416854,ні,,
DUBNO_D07_0026,TC,25.723451,50.413468,ні,,
DUBNO_D07_0027,TC,25.761688,50.366709,ні,,
DUBNO_D07_0028,TC,25.75825,50.395767,ні,,
DUBNO_D07_0029,ATM,25.706034,50.403309,ні,,
DUBNO_D07_0030,TC,25.736546,50.392986,ні,,
DUBNO_D07_0031,ATM,25.770782,50.409378,ні,,
DUBNO_D07_0032,TT,25.753028,50.397929,ні,,
DUBNO_D07_0033,TT,25.760718,50.364742,ні,,
DUBNO_D07_0034,ATM,25.750888,50.402107,ні,,
DUBNO_D07_0035,ATM,25.76852,50.4093,ні,,
DUBNO_D07_0036,TC,25.807598,50.362315,ні,,
DUBNO_D07_0037,TT,25.760158,50.452421,ні,,
DUBNO_D07_0038,TOBO,25.718813,50.418716,ні,,
DUBNO_D07_0039,TC,25.771895,50.407279,ні,,
DUBNO_D07_0040,ATM,25.753106,50.390757,ні,,
DUBNO_D07_0041,TC,25.753952,50.372521,ні,,
DUBNO_D07_0042,TC,25.666617,50.364625,ні,,
DUBNO_D07_0043,ATM,25.755128,50.415122,ні,,
DUBNO_D07_0044,ATM,25.772454,50.411055,ні,,
DUBNO_D07_0045,ATM,25.714308,50.425173,ні,,
DUBNO_D07_0046,ATM,25.759338,50.415807,ні,,
DUBNO_D07_0047,ATM,25.755855,50.402256,ні,,
DUBNO_D07_0048,TC,25.724693,50.415947,ні,,
DUBNO_D07_0049,TC,25.718461,50.455778,ні,,
DUBNO_D07_0050,TOBO,25.740479,50.427872,ні,,
DUBNO_D07_0051,ATM,25.707553,50.379988,ні,,
DUBNO_D07_0052,TC,25.772921,50.410116,ні,,
DUBNO_D07_0053,TOBO,25.71384,50.412322,ні,,
DUBNO_D07_0054,ATM,25.756698,50.380402,ні,,
DUBNO_D07_0055,ATM,25.704272,50.413672,ні,,
DUBNO_D07_0056,ATM,25.737505,50.417136,ні,,
DUBNO_D07_0057,TT,25.754746,50.398515,ні,13:30:00,17:00:00
DUBNO_D07_0058,TC,25.734609,50.385252,ні,,
