point_id,point_type,lot,lan,night,tw_start,tw_end
DUBNO_D01_0001,TOBO,25.744097,50.41724,ні,,
DUBNO_D01_0002,TC,25.753055,50.364717,ні,,
DUBNO_D01_0003,ATM,25.768933,50.399147,ні,,
DUBNO_D01_0004,TC,25.713643,50.41284,ні,,
DUBNO_D01_0005,TT,25.812197,50.452214,ні,,
DUBNO_D01_0006,ATM,25.71412,50.422226,ні,,
DUBNO_D01_0007,TT,25.693908,50.410519,ні,10:00:00,20:00:00
DUBNO_D01_0008,TT,25.741627,50.393938,ні,,
DUBNO_D01_0009,ATM,25.764678,50.415969,ні,,
DUBNO_D01_0010,TT,25.743134,50.423299,ні,,
DUBNO_D01_0011,TT,25.741574,50.386202,ні,,
DUBNO_D01_0012,ATM,25.733176,50.418634,ні,,
DUBNO_D01_0013,ATM,25.734609,50.385252,ні,,
DUBNO_D01_0014,ATM,25.764408,50.364903,ні,,
DUBNO_D01_0015,ATM,25.743107,50.388543,ні,,
DUBNO_D01_0016,ATM,25.759472,50.384807,ні,,
DUBNO_D01_0017,ATM,25.759955,50.364472,ні,,
DUBNO_D01_0018,ATM,25.708928,50.410062,ні,,
DUBNO_D01_0019,TT,25.739547,50.388981,ні,13:00:00,18:00:00
DUBNO_D01_0020,ATM,25.694611,50.411268,ні,,
DUBNO_D01_0021,TT,25.755128,50.415122,ні,,
DUBNO_D01_0022,TT,25.703771,50.361104,ні,,
DUBNO_D01_0023,ATM,25.781847,50.38298,ні,,
DUBNO_D01_0024,TT,25.757823,50.394533,ні,09:30:00,17:00:00
DUBNO_D01_0025,TT,25.744781,50.39252,ні,17:00:00,20:50:00
DUBNO_D01_0026,ATM,25.763705,50.378861,ні,,
DUBNO_D01_0027,TT,25.758015,50.398251,ні,,
DUBNO_D01_0028,TT,25.806339,50.4244,ні,,
DUBNO_D01_0029,TT,25.732931,50.41521,ні,,
DUBNO_D01_0030,TC,25.719499,50.424977,ні,,
DUBNO_D01_0031,TC,25.737499,50.384832,ні,,
DUBNO_D01_0032,TOBO,25.802132,50.408002,ні,,
DUBNO_D01_0033,TC,25.76416,50.404978,ні,,
DUBNO_D01_0034,TOBO,25.759919,50.370993,ні,,
DUBNO_D01_0035,TT,25.761377,50.40915,ні,,
DUBNO_D01_0036,TC,25.696308,50.350273,ні,,
