point_id,point_type,lot,lan,night,tw_start,tw_end
DUBNO_D15_0001,TT,25.736546,50.392986,ні,,
DUBNO_D15_0002,ATM,25.759472,50.384807,ні,,
DUBNO_D15_0003,ATM,25.79892,50.41518,ні,,
DUBNO_D15_0004,TT,25.748182,50.41788,ні,10:00:00,18:00:00
DUBNO_D15_0005,TOBO,25.766264,50.418233,ні,,
DUBNO_D15_0006,ATM,25.727962,50.415561,ні,,
DUBNO_D15_0007,TT,25.741574,50.386202,ні,,
DUBNO_D15_0008,TC,25.764619,50.418088,ні,,
DUBNO_D15_0009,TT,25.760158,50.452421,ні,09:30:00,11:30:00
DUBNO_D15_0010,TOBO,25.754552,50.407485,ні,,
DUBNO_D15_0011,ATM,25.738483,50.418282,ні,,
DUBNO_D15_0012,TT,25.70971,50.409596,ні,,
DUBNO_D15_0013,TT,25.741401,50.386812,ні,13:00:00,16:00:00
DUBNO_D15_0014,TOBO,25.735015,50.417262,ні,,
DUBNO_D15_0015,TOBO,25.746583,50.41967,ні,,
DUBNO_D15_0016,TT,25.714684,50.409382,ні,,
DUBNO_D15_0017,ATM,25.767299,50.408157,ні,,
DUBNO_D15_0018,TC,25.748561,50.417018,ні,,
DUBNO_D15_0019,ATM,25.759338,50.415807,ні,,
DUBNO_D15_0020,TT,25.760475,50.363295,ні,,
DUBNO_D15_0021,TC,25.70686,50.403439,ні,,
DUBNO_D15_0022,ATM,25.744413,50.419052,ні,,
DUBNO_D15_0023,ATM,25.745379,50.393824,ні,,
DUBNO_D15_0024,TC,25.742559,50.41654,ні,,
DUBNO_D15_0025,ATM,25.751963,50.398935,ні,,
DUBNO_D15_0026,TT,25.761468,50.375322,ні,11:00:00,16:00:00
DUBNO_D15_0027,TT,25.757929,50.363751,ні,09:30:00,16:00:00
DUBNO_D15_0028,TOBO,25.746326,50.387457,ні,,
DUBNO_D15_0029,TT,25.7658,50.416798,ні,11:00:00,17:00:00
DUBNO_D15_0030,TT,25.747202,50.417058,ні,,
DUBNO_D15_0031,ATM,25.765175,50.393658,ні,,
DUBNO_D15_0032,TT,25.771611,50.404333,ні,,
DUBNO_D15_0033,ATM,25.744755,50.399102,ні,,
DUBNO_D15_0034,ATM,25.752336,50.37295,ні,,
DUBNO_D15_0035,TT,25.741367,50.417369,ні,,
DUBNO_D15_0036,TT,25.751601,50.375852,ні,,
DUBNO_D15_0037,TT,25.689073,50.43375,ні,,
DUBNO_D15_0038,TT,25.732777,50.384529,ні,,
DUBNO_D15_0039,TT,25.770782,50.409378,ні,,
DUBNO_D15_0040,ATM,25.718081,50.411155,ні,,
DUBNO_D15_0041,ATM,25.72776,50.419201,ні,,
DUBNO_D15_0042,TC,25.762237,50.367371,ні,,
DUBNO_D15_0043,ATM,25.774185,50.408031,ні,,
DUBNO_D15_0044,ATM,25.753662,50.388559,ні,,
DUBNO_D15_0045,TC,25.759842,50.376255,ні,,
DUBNO_D15_0046,TOBO,25.753294,50.409369,ні,,
DUBNO_D15_0047,TC,25.809975,50.452112,ні,,
DUBNO_D15_0048,ATM,25.758558,50.37224,ні,,
DUBNO_D15_0049,ATM,25.717728,50.421327,ні,,
DUBNO_D15_0050,TC,25.756828,50.394631,ні,,
